threat_id,timestamp,source_ip,destination_ip,attack_type,detection_method,confidence,severity,affected_system,response_priority,status
TID-20260413 - 0155,2026-04-13 17:25:30,172.31.255.1,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0156,2026-04-13 17:25:33,192.168.2.101,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9848,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0157,2026-04-13 17:25:36,10.10.10.50,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0158,2026-04-13 17:25:39,192.168.2.101,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9993,High,File Server,P1 - Immediate,Open
TID-20260413 - 0159,2026-04-13 17:25:40,198.51.100.7,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9989,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0160,2026-04-13 17:25:50,192.168.1.45,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9995,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0161,2026-04-13 17:25:51,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0162,2026-04-13 17:26:00,10.10.10.50,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.995,High,File Server,P1 - Immediate,Open
TID-20260413 - 0163,2026-04-13 17:26:05,10.0.0.88,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9992,High,File Server,P1 - Immediate,Open
TID-20260413 - 0164,2026-04-13 17:26:15,10.0.0.88,10.0.0.5,Probe / Network Sweep,AI -Logistic Regression,0.999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0165,2026-04-13 17:26:24,172.16.0.5,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0166,2026-04-13 17:26:33,192.168.1.10,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9903,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0167,2026-04-13 17:26:35,192.168.1.45,10.0.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9975,High,File Server,P1 - Immediate,Open
TID-20260413 - 0168,2026-04-13 17:26:38,10.10.10.50,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9984,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0169,2026-04-13 17:26:39,192.168.1.10,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0170,2026-04-13 17:26:45,192.168.1.45,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9995,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0171,2026-04-13 17:26:48,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0172,2026-04-13 17:26:50,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0173,2026-04-13 17:26:51,192.0.2.200,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0174,2026-04-13 17:26:59,172.31.255.1,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0175,2026-04-13 17:27:01,192.168.2.101,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9966,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0176,2026-04-13 17:27:07,198.51.100.7,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.998,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0177,2026-04-13 17:27:10,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0178,2026-04-13 17:27:13,192.168.1.45,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.993,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0179,2026-04-13 17:27:23,10.10.10.50,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0180,2026-04-13 17:27:25,203.0.113.42,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0181,2026-04-13 17:27:29,192.168.1.45,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9994,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0182,2026-04-13 17:27:34,203.0.113.42,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9886,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0183,2026-04-13 17:27:37,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0184,2026-04-13 17:27:38,192.168.1.10,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0185,2026-04-13 17:27:44,192.168.1.45,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.979,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0186,2026-04-13 17:27:46,10.10.10.50,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0187,2026-04-13 17:27:49,198.51.100.7,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0188,2026-04-13 17:27:53,10.0.0.88,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9994,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0189,2026-04-13 17:27:58,192.0.2.200,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9809,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0190,2026-04-13 17:28:01,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9985,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0191,2026-04-13 17:28:02,203.0.113.42,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0192,2026-04-13 17:28:04,192.168.1.45,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9961,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0193,2026-04-13 17:28:05,192.168.1.45,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0194,2026-04-13 17:28:07,198.51.100.7,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0195,2026-04-13 17:28:10,192.168.2.101,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0196,2026-04-13 17:28:12,172.16.0.5,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.9958,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0197,2026-04-13 17:28:13,10.10.10.50,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0198,2026-04-13 17:28:16,172.31.255.1,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9991,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0199,2026-04-13 17:28:19,198.51.100.7,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0200,2026-04-13 17:28:24,192.168.1.10,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0201,2026-04-13 17:28:30,172.16.0.5,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9992,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0202,2026-04-13 17:28:31,203.0.113.42,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0203,2026-04-13 17:28:36,192.168.1.45,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0204,2026-04-13 17:28:45,10.10.10.50,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0205,2026-04-13 17:28:52,192.168.2.101,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9993,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0206,2026-04-13 17:28:54,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0207,2026-04-13 17:29:03,198.51.100.7,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9984,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0208,2026-04-13 17:29:07,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0209,2026-04-13 17:29:09,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9973,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0210,2026-04-13 17:29:12,192.168.1.45,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9966,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0211,2026-04-13 17:29:15,172.16.0.5,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0212,2026-04-13 17:29:17,192.0.2.200,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9688,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0213,2026-04-13 17:29:21,192.168.2.101,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.9934,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0214,2026-04-13 17:29:27,192.168.1.10,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9974,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0215,2026-04-13 17:29:29,192.0.2.200,10.0.0.5,Probe / Network Sweep,AI -Logistic Regression,0.9986,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0216,2026-04-13 17:29:35,198.51.100.7,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9997,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0217,2026-04-13 17:29:41,192.168.1.10,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0218,2026-04-13 17:29:51,203.0.113.42,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.8755,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0219,2026-04-13 17:29:59,10.10.10.50,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9975,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0220,2026-04-13 17:30:05,192.168.1.45,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0221,2026-04-13 17:30:08,192.168.2.101,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9865,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0222,2026-04-13 17:30:12,192.168.2.101,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9986,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0223,2026-04-13 17:30:17,10.10.10.50,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0224,2026-04-13 17:30:18,192.0.2.200,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9995,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0225,2026-04-13 17:30:25,192.168.2.101,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0226,2026-04-13 17:30:26,192.168.1.10,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9995,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0227,2026-04-13 17:30:28,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0228,2026-04-13 17:30:32,10.0.0.88,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9983,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0229,2026-04-13 17:30:37,192.0.2.200,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9937,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0230,2026-04-13 17:30:38,10.10.10.50,10.0.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9959,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0231,2026-04-13 17:30:41,172.16.0.5,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9992,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0232,2026-04-13 17:30:44,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9984,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0233,2026-04-13 17:30:46,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0234,2026-04-13 17:30:52,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0235,2026-04-13 17:30:53,10.10.10.50,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9989,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0236,2026-04-13 17:30:55,192.0.2.200,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,File Server,P1 - Immediate,Open
TID-20260413 - 0237,2026-04-13 17:31:01,198.51.100.7,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.978,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0238,2026-04-13 17:31:04,198.51.100.7,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0239,2026-04-13 17:31:10,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0240,2026-04-13 17:31:13,192.168.1.45,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9982,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0241,2026-04-13 17:31:19,172.16.0.5,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9931,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0242,2026-04-13 17:31:23,192.168.1.10,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9921,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0243,2026-04-13 17:31:26,10.0.0.88,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0244,2026-04-13 17:31:32,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0245,2026-04-13 17:31:35,10.10.10.50,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9991,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0246,2026-04-13 17:31:38,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0247,2026-04-13 17:31:44,192.168.2.101,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0248,2026-04-13 17:31:47,203.0.113.42,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.9818,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0249,2026-04-13 17:31:54,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0250,2026-04-13 17:32:01,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0251,2026-04-13 17:32:09,192.168.1.10,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9965,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0252,2026-04-13 17:32:10,10.10.10.50,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0253,2026-04-13 17:32:12,192.168.1.45,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0254,2026-04-13 17:32:13,192.168.2.101,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9991,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0255,2026-04-13 17:32:16,192.168.1.10,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0256,2026-04-13 17:32:18,172.31.255.1,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9985,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0257,2026-04-13 17:32:19,192.0.2.200,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9996,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0258,2026-04-13 17:32:22,198.51.100.7,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.9565,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0259,2026-04-13 17:32:24,203.0.113.42,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9981,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0260,2026-04-13 17:32:25,192.168.1.10,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0261,2026-04-13 17:32:27,10.10.10.50,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9981,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0262,2026-04-13 17:32:28,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0263,2026-04-13 17:32:33,203.0.113.42,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9997,High,File Server,P1 - Immediate,Open
TID-20260413 - 0264,2026-04-13 17:32:34,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0265,2026-04-13 17:32:37,172.16.0.5,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9993,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0266,2026-04-13 17:32:40,192.168.2.101,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0267,2026-04-13 17:32:42,10.10.10.50,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0268,2026-04-13 17:32:49,172.16.0.5,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9765,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0269,2026-04-13 17:32:52,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0270,2026-04-13 17:32:58,192.0.2.200,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0271,2026-04-13 17:33:01,192.168.2.101,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0272,2026-04-13 17:33:06,192.168.1.10,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0273,2026-04-13 17:33:10,172.16.0.5,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9996,High,File Server,P1 - Immediate,Open
TID-20260413 - 0274,2026-04-13 17:33:20,192.0.2.200,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0275,2026-04-13 17:33:23,192.168.1.10,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0276,2026-04-13 17:33:24,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0277,2026-04-13 17:33:26,172.16.0.5,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0278,2026-04-13 17:33:30,172.31.255.1,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0279,2026-04-13 17:33:33,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0280,2026-04-13 17:33:35,192.168.2.101,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0281,2026-04-13 17:33:45,10.10.10.50,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0282,2026-04-13 17:33:47,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0283,2026-04-13 17:33:50,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9917,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0284,2026-04-13 17:33:51,192.168.1.45,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9839,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0285,2026-04-13 17:33:53,172.31.255.1,10.0.0.5,Probe / Network Sweep,AI -Logistic Regression,0.9994,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0286,2026-04-13 17:33:54,10.0.0.88,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0287,2026-04-13 17:33:59,192.0.2.200,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0288,2026-04-13 17:34:18,192.168.1.45,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.994,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0289,2026-04-13 17:34:22,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0290,2026-04-13 17:34:23,10.10.10.50,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0291,2026-04-13 17:34:28,10.10.10.50,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9656,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0292,2026-04-13 17:34:29,192.168.2.101,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0293,2026-04-13 17:34:38,192.168.2.101,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9991,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0294,2026-04-13 17:34:40,198.51.100.7,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0295,2026-04-13 17:34:49,203.0.113.42,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9809,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0296,2026-04-13 17:34:50,198.51.100.7,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9993,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0297,2026-04-13 17:34:59,172.31.255.1,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.9991,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0298,2026-04-13 17:35:04,192.168.1.45,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0299,2026-04-13 17:35:23,198.51.100.7,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9987,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0300,2026-04-13 17:35:25,192.168.2.101,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9454,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0301,2026-04-13 17:35:31,192.0.2.200,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.8797,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0302,2026-04-13 17:35:35,192.0.2.200,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9477,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0303,2026-04-13 17:35:37,192.168.2.101,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0304,2026-04-13 17:35:41,172.31.255.1,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9996,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0305,2026-04-13 17:35:45,198.51.100.7,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0306,2026-04-13 17:35:49,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9727,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0307,2026-04-13 17:35:51,10.10.10.50,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0308,2026-04-13 17:35:57,172.16.0.5,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9972,High,File Server,P1 - Immediate,Open
TID-20260413 - 0309,2026-04-13 17:36:04,192.0.2.200,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9986,High,File Server,P1 - Immediate,Open
